source,taxonomy,window,code,name,taxonomy_class,measure_class,n_facts,n_filings,resolved_id,tier,confidence,rule,seen_in_train,in_crosswalk,declared_out_of_core,baseline_naive,gold
imf_gfs,gfs,train,GF1020_T,"Old age, Transactions",standard,monetary,979,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF1040_T,"Family and children, Transactions",standard,monetary,979,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF101_T,"Sickness and disability, Transactions",standard,monetary,978,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF1050_T,"Unemployment, Transactions",standard,monetary,978,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF1060_T,"Housing, Transactions",standard,monetary,978,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF1070_T,"Social exclusion n.e.c., Transactions",standard,monetary,978,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0230_T,"Foreign military aid, Transactions",standard,monetary,970,69,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0350_T,"R&D Public order and safety, Transactions",standard,monetary,967,67,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0220_T,"Civil defence, Transactions",standard,monetary,960,68,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0240_T,"R&D Defence, Transactions",standard,monetary,960,67,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0850_T,"R&D Recreation, culture and religion, Transactions",standard,monetary,955,69,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF1030_T,"Survivors, Transactions",standard,monetary,950,67,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0650_T,"R&D Housing and community amenities, Transactions",standard,monetary,941,66,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF1080_T,"R&D Social protection, Transactions",standard,monetary,940,67,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,GF0150_T,"R&D General public services, Transactions",standard,monetary,934,66,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,NFA_A_SP,"Nonfinancial assets, Stock positions",standard,monetary,476,33,asset.current.inventory,tier2_keyword,0.85,tier2:asset.current.inventory:stock,True,False,True,,
imf_gfs,gfs,train,G6_A_SP,"Net worth, Assets, Stock positions",standard,monetary,459,32,asset.current.inventory,tier2_keyword,0.85,tier2:asset.current.inventory:stock,True,False,True,,
imf_gfs,gfs,train,GGB_T,"Government balance per national definition, Transactions",standard,monetary,94,10,,escalated,0.0,,True,False,True,,
imf_gfs,gfs,train,FA_A_SP,"Financial assets, Stock positions",standard,monetary,0,0,asset.current.inventory,tier2_keyword,0.85,tier2:asset.current.inventory:stock,True,False,False,,
imf_gfs,gfs,train,GF066_T,"Housing and community amenities n.e.c., Transactions",standard,monetary,0,0,,escalated,0.0,,True,False,False,,
imf_gfs,gfs,train,L_SP,"Liabilities, Stock positions",standard,monetary,0,0,asset.current.inventory,tier2_keyword,0.85,tier2:asset.current.inventory:stock,True,False,False,,
